stratum,value,method,people,images,accuracy,macro_f1_fixed_classes,sitting_precision,sitting_recall,sitting_f1,sitting_support,standing_precision,standing_recall,standing_f1,standing_support,walking_running_precision,walking_running_recall,walking_running_f1,walking_running_support
source_tag_group,locomotion_with_stand_cotag,dino_context_svm,612,417,0.6617647058823529,0.26548672566371684,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.6617647058823529,0.7964601769911505,612
source_tag_group,locomotion_with_stand_cotag,dino_stack,612,417,0.7238562091503268,0.2799368088467615,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.7238562091503268,0.8398104265402844,612
source_tag_group,locomotion_with_stand_cotag,dino_factorized,612,417,0.7075163398692811,0.2762360446570973,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.7075163398692811,0.8287081339712918,612
source_tag_group,locomotion_with_stand_cotag,siglip2,612,417,0.6650326797385621,0.26627412495911024,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.6650326797385621,0.7988223748773308,612
source_tag_group,locomotion_with_stand_cotag,convnext,612,417,0.7679738562091504,0.2895871842267406,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.7679738562091504,0.8687615526802218,612
source_tag_group,locomotion_without_stand_cotag,v1,58,51,0.9827586206896551,0.3304347826086957,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.9827586206896551,0.991304347826087,58
source_tag_group,locomotion_without_stand_cotag,source_tight_pad,58,51,0.9827586206896551,0.3304347826086957,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.9827586206896551,0.991304347826087,58
source_tag_group,locomotion_without_stand_cotag,dino_tight_svm,58,51,0.6724137931034483,0.26804123711340205,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.6724137931034483,0.8041237113402062,58
source_tag_group,locomotion_without_stand_cotag,dino_context_svm,58,51,0.6896551724137931,0.272108843537415,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.6896551724137931,0.8163265306122449,58
source_tag_group,locomotion_without_stand_cotag,dino_stack,58,51,0.7413793103448276,0.2838283828382838,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.7413793103448276,0.8514851485148515,58
