task,candidate,classifier,C,class_weight,feature_dimensions,train_rows,validation_rows,accuracy,macro_f1,weighted_f1,balanced_accuracy,log_loss,brier_score,ece,fit_seconds,iterations,screen,converged
label_4,dinov2_base__full_frame,standardized_multinomial_logistic,0.001,none,3840,9958,3327,0.9209498046287948,0.9140565317948446,0.9209928208109608,0.9139624717924838,0.2219799884337221,0.1192457543476954,0.0313069723708079,7.210916100011673,251,official_multilayer,True
label_4,dinov2_base__full_frame,standardized_multinomial_logistic,0.001,balanced,3840,9958,3327,0.9203486624586716,0.91388445105451,0.92071909170614,0.9151402281676227,0.2239183638470236,0.1205541922654974,0.0316076295940156,4.335348399996292,149,official_multilayer,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,0.0001,balanced,7680,9958,3327,0.92004809137361,0.9131567769765964,0.9202784154393556,0.914912760290588,0.2465248483842308,0.1261450908059261,0.0686040324371591,8.40588779997779,175,official_multilayer,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,0.01,balanced,1536,9958,3327,0.92004809137361,0.912956211549422,0.9203237086119088,0.9137264718366664,0.2199097144254702,0.1189327070949383,0.0192779504192079,3.5241104000015184,162,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_25,standardized_multinomial_logistic,0.01,none,1536,9958,3327,0.9179440937781784,0.9104358249357294,0.9180493956000212,0.9102589707826724,0.2185530311695871,0.1202952940968058,0.0148820761839474,3.011276300007012,150,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_25,standardized_multinomial_logistic,0.01,balanced,1536,9958,3327,0.916741809437932,0.9093669512969914,0.9171192934221808,0.9100231490626376,0.2218497038386066,0.1220027378447245,0.0169415285978121,3.126627699995879,154,capacity_base,True
label_4,dinov2_base__full_frame,standardized_multinomial_logistic,0.01,none,3840,9958,3327,0.9158400961827472,0.9083159012372304,0.9158399216343368,0.9083697025779134,0.2205618203827717,0.1214300798527,0.018807673486333,8.951041599968448,350,official_multilayer,True
label_4,dinov2_base__full_frame,standardized_multinomial_logistic,0.01,balanced,3840,9958,3327,0.915238954012624,0.9078748968589736,0.915409254282443,0.9083964020829988,0.2236125709302011,0.1223344762248349,0.0204991790774913,8.205495100002736,308,official_multilayer,True
label_4,dinov2_base__person_context_10,standardized_multinomial_logistic,0.01,balanced,3840,9958,3327,0.913736098587316,0.9072474949878826,0.9138784240786256,0.90884196995081,0.2437951633687553,0.1330502990285921,0.0293229552080956,8.495342799986247,321,official_multilayer,True
label_4,dinov2_base__person_context_10,standardized_multinomial_logistic,0.01,none,3840,9958,3327,0.9134355275022544,0.90648373574198,0.9133716898111172,0.9072936660453876,0.240026065418994,0.1318119716055675,0.0253244069711556,8.610527799988631,313,official_multilayer,True
label_4,dinov2_base__person_context_10,standardized_multinomial_logistic,0.001,balanced,3840,9958,3327,0.9131349564171928,0.9062528947977102,0.9134122678422164,0.9084113276980702,0.2262373622948784,0.1256813243745946,0.0185946535388143,4.98768600000767,183,official_multilayer,True
label_4,dinov2_base__person_context_10,standardized_multinomial_logistic,0.001,none,3840,9958,3327,0.9122332431620078,0.9046261203674784,0.9120426540855744,0.9052090538972096,0.2237478993477905,0.124209635802832,0.0199232418571382,4.936922700027935,176,official_multilayer,True
label_4,dinov2_base__full_frame,standardized_multinomial_logistic,0.1,balanced,3840,9958,3327,0.9110309588217612,0.9038081438577764,0.911133080218354,0.9044877397809216,0.3046617232012625,0.1407028962338437,0.0511704867536218,9.448684600007256,357,official_multilayer,True
label_4,dinov2_base__full_frame,standardized_multinomial_logistic,0.1,none,3840,9958,3327,0.910429816651638,0.902842719474867,0.9104420221424908,0.9033172589760904,0.3001727492098686,0.1398037959786483,0.0488037202608499,9.661365200008731,366,official_multilayer,True
label_4,fusion__dinov2_base__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,none,1152,9958,3327,0.9101292455665764,0.9026119097972498,0.9101024814491449,0.9028170807403076,0.2345647949540553,0.1323967108925818,0.0155388971336302,3.410629500052892,146,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,0.1,none,1536,9958,3327,0.9098286744815148,0.9017478711280535,0.909986152725874,0.9021502439068824,0.340504653629863,0.1447615043755292,0.0533811407816086,5.899389500031248,268,capacity_base,True
label_4,dinov2_base__person_context_25,standardized_multinomial_logistic,0.01,none,768,9958,3327,0.9086263901412684,0.9015785010008996,0.9089212113430568,0.9019547195759408,0.2424576510355947,0.1356637071536436,0.0187413673286187,1.0696609999868087,115,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,0.01,balanced,1152,9958,3327,0.9086263901412684,0.901200025425757,0.9089171546259852,0.9019906533442412,0.2442728411306219,0.1352293410240232,0.0187003662822771,3.102372800000012,140,capacity_base,True
label_4,fusion__dinov2_base__person_context_10__dinov2_base__person_context_25,standardized_multinomial_logistic,0.01,none,1536,9958,3327,0.90892696122633,0.9010613661910972,0.9090902627998936,0.9015574730785072,0.2488120331792198,0.1374466259381606,0.0224325907371882,4.880048900027759,168,capacity_base,True
label_4,fusion__dinov2_base__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,balanced,1152,9958,3327,0.9080252479711453,0.9008897054652852,0.908305956303624,0.902034058921522,0.238356071824861,0.1344006627161052,0.0177614476138987,3.5252325999899767,151,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,0.1,balanced,1536,9958,3327,0.90892696122633,0.900785880813437,0.9092321550790804,0.9013599465177892,0.3475466841647879,0.1459657259070693,0.0555616619154279,5.460417399997823,264,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,0.01,none,1152,9958,3327,0.9086263901412684,0.9007420039876406,0.908576400940879,0.9004724864558735,0.2401317457688454,0.1333985268641952,0.017862088225656,2.685654900036752,130,capacity_base,True
label_4,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,0.01,none,1536,9958,3327,0.9080252479711453,0.9006815913367642,0.9080496441044118,0.900788199155858,0.2503603207875033,0.1349044117265593,0.0155679711184251,2.783045799995307,155,capacity_base,True
label_4,fusion__convnext_small__person_context_25__dinov2_base__person_context_25,standardized_multinomial_logistic,0.01,none,1536,9958,3327,0.9077246768860836,0.900225518088077,0.9079490392826725,0.9008989884742772,0.2482019996117646,0.1392514864933665,0.0218719710533634,2.8300574999884702,161,capacity_base,True
label_4,dinov2_base__full_frame,standardized_multinomial_logistic,0.01,none,768,9958,3327,0.9071235347159604,0.8998651466742746,0.907208624996511,0.8993294361021491,0.2539719749406769,0.1404765627254784,0.0133214968245925,0.714497399982065,98,capacity_base,True
label_4,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,0.01,balanced,1536,9958,3327,0.9065223925458372,0.8995668418805627,0.9068595413843362,0.9004728587785893,0.2550179726207325,0.1366788725001963,0.0149562363787548,2.6256055999547243,150,capacity_base,True
label_4,dinov2_base__full_frame,standardized_multinomial_logistic,0.01,balanced,768,9958,3327,0.9062218214607756,0.8995403649640461,0.9067656857921162,0.9005896236219719,0.258020525863765,0.1426298494419667,0.014847903997225,0.8543814999866299,103,capacity_base,True
label_4,dinov2_base__person_context_10,standardized_multinomial_logistic,0.1,none,3840,9958,3327,0.9065223925458372,0.899271246091384,0.9066137712039662,0.9001896597998911,0.3520566568471791,0.1533713224064291,0.056762218610891,11.717865700018592,458,official_multilayer,True
label_4,dinov2_base__person_context_10,standardized_multinomial_logistic,0.1,balanced,3840,9958,3327,0.9056206792906524,0.8983861791994632,0.9058048559414268,0.8996771385747706,0.358004770300194,0.1543198090488631,0.0580306297198095,12.046081200009212,426,official_multilayer,True
label_4,fusion__dinov2_base__person_context_10__dinov2_base__person_context_25,standardized_multinomial_logistic,0.01,balanced,1536,9958,3327,0.9047189660354674,0.8975008027527502,0.90544144636169,0.8993574351146439,0.2535937555924334,0.1400881786054502,0.0221055185735003,4.575856699957512,178,capacity_base,True
label_4,fusion__convnext_small__person_context_25__dinov2_base__person_context_25,standardized_multinomial_logistic,0.01,balanced,1536,9958,3327,0.9047189660354674,0.8972757725319163,0.9052970274285832,0.8987995224715515,0.2525343292350774,0.1416888642121359,0.0260393671394831,2.603239900025073,175,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,1.0,none,1536,9958,3327,0.905019537120529,0.896943042033685,0.9050023823307096,0.896870661213871,0.5760163746644148,0.1669363436905381,0.0742514646108587,3.522590800013859,232,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,1.0,balanced,1536,9958,3327,0.9047189660354674,0.8966576420900338,0.904736347834807,0.8967047217276807,0.5854784973186933,0.1678811754100879,0.0733911009219182,4.6326565000345,242,capacity_base,True
label_4,dinov2_base__person_context_25,standardized_multinomial_logistic,0.01,balanced,768,9958,3327,0.9035166816952208,0.8964571289454576,0.9041567860612426,0.897588191029454,0.2465882824583684,0.1381809314665605,0.012727592829836,1.1608954999828711,121,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,10.0,none,1536,9958,3327,0.9047189660354674,0.8963956155743598,0.9047475742601134,0.8965257088440668,0.8900679285158086,0.1775692321244474,0.0836078184001947,1.8251008999650369,121,capacity_base,True
label_4,dinov2_base__full_frame,standardized_multinomial_logistic,0.0001,none,3840,9958,3327,0.902614968440036,0.8949177867096128,0.9023893566821216,0.8947860479898231,0.3308520490661264,0.1661425686604978,0.102251616877908,2.485490799997933,109,official_multilayer,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,100.0,balanced,1536,9958,3327,0.9032161106101592,0.8948056462990147,0.9033767223363554,0.8953256431944845,1.4363245667931164,0.1822527578709811,0.0883109657714218,1.6365080999676138,73,capacity_base,True
label_4,dinov2_base__person_context_10,standardized_multinomial_logistic,0.01,none,768,9958,3327,0.9023143973549744,0.8946259795354423,0.9023944724238162,0.8956085133873363,0.2614918696667356,0.1441981137926265,0.0121001906341496,1.0385191999957897,117,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,100.0,none,1536,9958,3327,0.902614968440036,0.8945798964929041,0.9028743528868692,0.8951898401874138,1.403109045359136,0.1819762496418906,0.0878198146293575,1.5703842000220902,71,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,10.0,balanced,1536,9958,3327,0.9029155395250976,0.8945291896671207,0.9030298283636178,0.8949336694996473,0.9099707608289128,0.1787207426122809,0.0850696636375774,1.9820500000496395,118,capacity_base,True
label_4,dinov2_base__person_context_10,standardized_multinomial_logistic,0.01,balanced,768,9958,3327,0.9014126840997896,0.8944333781432698,0.9020053792314016,0.8968369350589139,0.2656936341548357,0.1460324608500384,0.0088254522142838,1.160708799958229,122,capacity_base,True
label_4,fusion__convnext_small__person_context_10__dinov2_base__person_context_10,standardized_multinomial_logistic,0.01,balanced,1536,9958,3327,0.9008115419296664,0.8936591360852555,0.901365483410532,0.8959527619589038,0.2750104036568672,0.1478580511443978,0.0264567900355557,2.903275799995754,175,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_25,standardized_multinomial_logistic,0.1,balanced,1536,9958,3327,0.9020138262699128,0.8934891801132442,0.9023261168497247,0.8938223855321029,0.3458818823471143,0.1551103462919026,0.0570190416367866,5.562278099998366,268,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_25,standardized_multinomial_logistic,0.1,none,1536,9958,3327,0.9020138262699128,0.8932842931711703,0.9021516676282764,0.8931513520170338,0.3389365418429479,0.1532923326835044,0.0555405851049277,4.889417700003833,273,capacity_base,True
label_4,fusion__convnext_small__person_context_10__dinov2_base__person_context_10,standardized_multinomial_logistic,0.01,none,1536,9958,3327,0.9008115419296664,0.8931970209520581,0.9010662927998278,0.8944169792786019,0.2700823463884302,0.145622129328912,0.0203153413134518,2.8966238999855705,172,capacity_base,True
label_4,fusion__dinov2_base__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,0.01,balanced,1152,9958,3327,0.8996092575894199,0.8926650499704589,0.900180052403312,0.8949794620019241,0.2606480274455516,0.1441402280329612,0.0192973807386128,2.446527799998876,159,capacity_base,True
label_4,fusion__dinov2_small__full_frame__dinov2_small__person_context_10,standardized_multinomial_logistic,0.01,none,768,9958,3327,0.9014126840997896,0.8922267034208755,0.9006321372544707,0.8912266750684934,0.2565576386388907,0.1445965430157001,0.0071391026112027,1.22287649998907,114,required_small,True
label_4,fusion__dinov2_base__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,0.01,none,1152,9958,3327,0.8996092575894199,0.8921970550932478,0.8998413498008065,0.8935970975826925,0.2564061758927287,0.1421181821123798,0.0188957500553662,3.132474199985154,150,capacity_base,True
label_4,dinov2_base__full_frame,standardized_multinomial_logistic,0.0001,balanced,3840,9958,3327,0.8981064021641119,0.8913006098514167,0.8987282171902984,0.893689866797263,0.3339540842783484,0.1681921102101397,0.0991065917847233,2.9525434999959543,95,official_multilayer,True
label_4,fusion__dinov2_small__full_frame__dinov2_small__person_context_10,standardized_multinomial_logistic,0.01,balanced,768,9958,3327,0.8996092575894199,0.891274335122185,0.8993812913045163,0.8916101443702668,0.25864271088405,0.1455514902286258,0.0117802930939883,1.3074298999854364,121,required_small,True
label_4,fusion__dinov2_small__full_frame__dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,balanced,768,9958,3327,0.8984069732491734,0.8905016243012506,0.8985793357684008,0.891446040712639,0.2572490727912973,0.1457158039123381,0.0091305047207664,1.3056234999676235,122,required_small,True
label_4,dinov2_base__person_context_10,standardized_multinomial_logistic,0.0001,balanced,3840,9958,3327,0.8972046889089269,0.8903168196646369,0.897456460072102,0.892726025565825,0.3067626806983849,0.159221325314101,0.0751102196105171,3.018183800042607,98,official_multilayer,True
label_4,dinov2_base__person_context_10,standardized_multinomial_logistic,0.0001,none,3840,9958,3327,0.8981064021641119,0.889820412550245,0.8977879566936592,0.890352165539657,0.3037850672703047,0.1574702222058983,0.0744251024262474,2.448821300000418,81,official_multilayer,True
label_4,fusion__dinov2_small__full_frame__dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,none,768,9958,3327,0.8978058310790502,0.8893535899842183,0.8973090309688969,0.8885863589664361,0.2551517192935804,0.1447120606559577,0.0079104535502837,1.3276023999787867,115,required_small,True
label_4,fusion__dinov2_base__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,0.1,none,1152,9958,3327,0.893297264803126,0.8847205203855352,0.8935240403961551,0.8857639376437272,0.3831885841528042,0.1726312758597434,0.0613736920002926,5.754343300010078,270,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_25,standardized_multinomial_logistic,100.0,balanced,1536,9958,3327,0.8935978358881875,0.8846918186026572,0.89362736325973,0.8850295512058852,1.3972140817459149,0.2002862351909934,0.097988292404546,2.1896114999544807,83,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_25,standardized_multinomial_logistic,100.0,none,1536,9958,3327,0.8929966937180643,0.8840443171632055,0.8930448307618835,0.8844198960695315,1.3709498981472643,0.2020143282440986,0.097487827462925,2.077752099954523,85,capacity_base,True
label_4,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,0.1,none,1536,9958,3327,0.8917944093778178,0.8837998736547109,0.8919500949237941,0.8845407871609414,0.4007824194238645,0.170511130036874,0.0627029606056283,4.240340199961793,255,capacity_base,True
label_4,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,0.1,balanced,1536,9958,3327,0.8911932672076947,0.8834194329176195,0.8915222919433371,0.8845760182068748,0.4105810976577925,0.1724942314133429,0.0636586557211268,4.013490800047293,266,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_25,standardized_multinomial_logistic,1.0,none,1536,9958,3327,0.8926961226330027,0.8831382243387883,0.8927334817239004,0.8832131075598797,0.579752143558818,0.1837662129345139,0.0820602148830731,5.699296900012996,255,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_25,standardized_multinomial_logistic,10.0,none,1536,9958,3327,0.8920949804628795,0.8825871521829564,0.892105414788156,0.8827448734081249,0.89632862096146,0.1983374177292454,0.0925815442444892,3.092570200038608,132,capacity_base,True
label_4,fusion__dinov2_base__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,0.1,balanced,1152,9958,3327,0.890892696122633,0.8823747403696013,0.8912744962241106,0.8838661666597094,0.3947014388678348,0.1752099538954792,0.0645560092276751,6.2286014999845065,281,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_25,standardized_multinomial_logistic,1.0,balanced,1536,9958,3327,0.8911932672076947,0.8817256633691049,0.8913313042987623,0.8820562523247756,0.5893076138448478,0.1846864862749868,0.0832088837225299,6.0471841000253335,256,capacity_base,True
label_4,dinov2_base__person_context_25,standardized_multinomial_logistic,0.1,balanced,768,9958,3327,0.889389840697325,0.881468775677899,0.890187896567139,0.8830085261256361,0.3575796590378228,0.1740203059340226,0.0581142283913836,1.7402815999812449,217,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_25,standardized_multinomial_logistic,10.0,balanced,1536,9958,3327,0.890892696122633,0.8813249289109133,0.8909740970454602,0.881710747244733,0.9148521709168094,0.1988138684575169,0.0934619736135288,3.204462499998044,135,capacity_base,True
label_4,dinov2_base__person_context_25,standardized_multinomial_logistic,0.1,none,768,9958,3327,0.889389840697325,0.8812400842958432,0.8899304057936153,0.8822363690150612,0.3486030627791796,0.1716736149799415,0.0572018445703325,1.8643946000374851,204,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,0.1,balanced,1152,9958,3327,0.8896904117823865,0.8810886737482833,0.8900233817647031,0.8816927852019973,0.3960450609086253,0.1738985862270464,0.0639332366966234,4.848507400020026,230,capacity_base,True
label_4,fusion__convnext_small__person_context_10__dinov2_base__person_context_10,standardized_multinomial_logistic,0.1,none,1536,9958,3327,0.8878869852720168,0.8802848883531951,0.8882279018634974,0.8822786973955197,0.4572428145293748,0.1862429629226525,0.0697772136463548,4.896708899992518,311,capacity_base,True
label_4,fusion__dinov2_base__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,0.1,none,1152,9958,3327,0.8890892696122633,0.8800855963759853,0.8891956933667438,0.8801228758203687,0.38513685584238,0.171839309430769,0.0628747666587645,4.661289899959229,227,capacity_base,True
label_4,fusion__convnext_small__person_context_10__dinov2_base__person_context_10,standardized_multinomial_logistic,0.1,balanced,1536,9958,3327,0.886985272016832,0.879690889022676,0.8874658499835987,0.8821218416224806,0.4685939711260476,0.1882763168078186,0.0716727913106048,5.120620700006839,315,capacity_base,True
label_4,fusion__dinov2_base__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,0.1,none,1152,9958,3327,0.8872858431018936,0.8794285596196433,0.8877185816667101,0.8805227060194061,0.4137575482468128,0.1783498274370629,0.0630492669384509,5.523516999965068,299,capacity_base,True
label_4,fusion__dinov2_small__person_context_10__dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,none,768,9958,3327,0.8878869852720168,0.8787812087699106,0.8876392640568487,0.8788429350419869,0.2865284077608487,0.1620264690959497,0.0123541614102646,0.9736195000004956,125,required_small,True
label_4,fusion__dinov2_small__person_context_10__dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,balanced,768,9958,3327,0.8863841298467088,0.8778425033621184,0.8866666852635525,0.8791468862244611,0.2888715063271538,0.1634421653701272,0.0110342221991596,1.0371424000477418,130,required_small,True
label_4,fusion__dinov2_base__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,0.1,balanced,1152,9958,3327,0.8854824165915239,0.8777959616454379,0.8862984607240968,0.8797522054257411,0.4251950447480201,0.1809484089774058,0.0654918854854599,5.997519900032785,300,capacity_base,True
label_4,fusion__dinov2_base__person_context_10__dinov2_base__person_context_25,standardized_multinomial_logistic,0.1,none,1536,9958,3327,0.8857829876765855,0.8771989005031674,0.8863799256611717,0.8778727258082402,0.407827386791563,0.1810617797476874,0.0707030982359474,8.3798210999812,325,capacity_base,True
label_4,dinov2_base__person_context_10,standardized_multinomial_logistic,0.1,balanced,768,9958,3327,0.8851818455064623,0.8769787075531508,0.885654936675053,0.8790016532534377,0.3753455962423282,0.1761994453584316,0.0552598791637085,2.0237382000195794,221,capacity_base,True
label_4,dinov2_base__person_context_10,standardized_multinomial_logistic,0.1,none,768,9958,3327,0.8857829876765855,0.876819017504072,0.8858452347452507,0.8776357997435986,0.3667021825534121,0.1745595183858883,0.0530881006664229,1.8070257999934256,216,capacity_base,True
label_4,fusion__convnext_small__person_context_25__dinov2_base__person_context_25,standardized_multinomial_logistic,0.1,balanced,1536,9958,3327,0.8848812744214006,0.8765199983289027,0.8853468524004587,0.8777843180627226,0.4354421427852049,0.1889073732674066,0.0752075958475349,4.197664699982852,300,capacity_base,True
label_4,fusion__dinov2_base__person_context_10__dinov2_base__person_context_25,standardized_multinomial_logistic,0.1,balanced,1536,9958,3327,0.8845807033363391,0.8762089188358304,0.8853275738051651,0.8771942650969293,0.4186102685378879,0.1836035882881335,0.0752914956653428,7.091580499953125,339,capacity_base,True
label_4,fusion__convnext_small__person_context_25__dinov2_base__person_context_25,standardized_multinomial_logistic,0.1,none,1536,9958,3327,0.8845807033363391,0.8758619840071206,0.8848387507388477,0.8765252348875063,0.4245143397116876,0.1868209353405904,0.0737595562597996,4.19678549998207,303,capacity_base,True
label_4,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,100.0,balanced,1536,9958,3327,0.8845807033363391,0.8758607969628639,0.8845545768786481,0.8772485050070269,1.5989923051872663,0.2167179691205689,0.1046685928939209,1.6108778999769129,81,capacity_base,True
label_4,fusion__dinov2_small__full_frame__dinov2_small__person_context_25,standardized_multinomial_logistic,0.1,balanced,768,9958,3327,0.8830778479110309,0.8751646708216145,0.8830519230728686,0.8758701867193758,0.3525844948887544,0.1754538486115393,0.0553276387912239,2.128978199965786,216,required_small,True
label_4,dinov2_base__full_frame,standardized_multinomial_logistic,0.1,balanced,768,9958,3327,0.8842801322512774,0.8746380721963047,0.8844220765363842,0.8751092795501659,0.3726800765569606,0.1792220933147626,0.0606837641114836,1.4483772999956273,159,capacity_base,True
label_4,dinov2_base__full_frame,standardized_multinomial_logistic,0.1,none,768,9958,3327,0.8842801322512774,0.8743647434259825,0.884156750571807,0.8742269145929991,0.3628738283839625,0.1769207882491403,0.0600665375952689,1.2443524000118489,132,capacity_base,True
label_4,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,100.0,none,1536,9958,3327,0.8833784189960926,0.8743248494222831,0.8834266301527656,0.8757485055449619,1.613992926752287,0.2152012784459335,0.1061040439166103,1.9128427999676203,72,capacity_base,True
label_4,dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,balanced,384,9958,3327,0.8824767057409078,0.8739339067243566,0.8828517285924982,0.8757621891758018,0.2922847359796189,0.1659603865017056,0.0098053683633848,0.4655004999949597,80,required_small,True
label_4,fusion__dinov2_small__full_frame__dinov2_small__person_context_25,standardized_multinomial_logistic,0.1,none,768,9958,3327,0.8824767057409078,0.8738968877159738,0.8819780890087278,0.8734440597133625,0.3468937986185238,0.1739804400958382,0.0551154676356978,1.9440772000234572,202,required_small,True
label_4,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,1.0,balanced,1536,9958,3327,0.8818755635707844,0.8737786792650777,0.8823405832007334,0.8755457333294315,0.6999818527406322,0.2024606337024599,0.090597723524709,3.354011100018397,242,capacity_base,True
label_4,fusion__convnext_small__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,0.01,balanced,1152,9958,3327,0.8821761346558461,0.8735840839430182,0.8823437100882262,0.8749627500124443,0.3050777573705507,0.1672102438160723,0.0158176355609325,1.9065135999699123,141,required_small,True
label_4,fusion__convnext_small__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,0.01,none,1152,9958,3327,0.8824767057409078,0.8732865961188997,0.882037951786262,0.8736422884585122,0.3019999067090841,0.1658581507579379,0.0209837375516337,1.7932186999823898,134,required_small,True
label_4,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,1.0,none,1536,9958,3327,0.8815749924857229,0.8731792026392814,0.8819159560177356,0.8747349076609541,0.6878865297748237,0.2014000294059532,0.0905097595377432,3.1928131000022404,237,capacity_base,True
label_4,fusion__dinov2_base__person_context_10__dinov2_base__person_context_25,standardized_multinomial_logistic,1.0,none,1536,9958,3327,0.8803727081454764,0.8718645120405676,0.8811185275351651,0.8725357821065045,0.7733747920492143,0.2171080671235394,0.0988219078503148,7.068159000016749,355,capacity_base,True
label_4,dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,none,384,9958,3327,0.8806732792305381,0.8716912070719757,0.8805285851566955,0.872055925690669,0.2900412930017663,0.1645041103576172,0.0136481437289419,0.4540004000300541,79,required_small,True
label_4,fusion__dinov2_small__full_frame__dinov2_small__person_context_10,standardized_multinomial_logistic,0.1,balanced,768,9958,3327,0.8806732792305381,0.8715669852056562,0.880465827749952,0.8721503253502351,0.3559002976018765,0.1816477523497094,0.0562252599147021,2.1600051000132225,213,required_small,True
label_4,fusion__convnext_small__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,none,1152,9958,3327,0.8806732792305381,0.8708186544388012,0.8803551867149854,0.8700457381708461,0.2995783018701181,0.1682541157788123,0.0195493057967019,1.975224199995864,152,required_small,True
label_4,fusion__dinov2_base__person_context_10__dinov2_base__person_context_25,standardized_multinomial_logistic,1.0,balanced,1536,9958,3327,0.8791704238052299,0.8706500873899876,0.8799862017926857,0.871409063888455,0.7888918863416963,0.2184049258740434,0.097394978971205,7.537312399945222,374,capacity_base,True
label_4,fusion__convnext_small__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,balanced,1152,9958,3327,0.8794709948902916,0.8705554775845374,0.8799208951553442,0.871311020257483,0.3029531264830299,0.1702141059295076,0.0199989031946853,2.009221799962688,156,required_small,True
label_4,fusion__convnext_small__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,0.01,none,1152,9958,3327,0.8788698527201683,0.8701089063358322,0.8788409395165537,0.8696417948852571,0.3101262271247442,0.173861646120724,0.0121200470300784,1.984116000006907,155,required_small,True
label_4,dinov2_small__person_context_10,standardized_multinomial_logistic,0.01,balanced,384,9958,3327,0.8782687105500451,0.8698326895797461,0.8783096925391206,0.8712598299365251,0.3117119440203119,0.1748183790466025,0.0130566782088786,0.4898441999685019,85,required_small,True
label_4,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,10.0,balanced,1536,9958,3327,0.8776675683799219,0.8693636625124753,0.8781869813604691,0.871384889485925,1.0885124680469058,0.2205499815342552,0.104861909673734,2.0720960999606177,131,capacity_base,True
label_4,dinov2_small__full_frame,standardized_multinomial_logistic,0.01,none,384,9958,3327,0.8785692816351067,0.868932909076868,0.8781302591387881,0.8688180740551388,0.3092875785542084,0.1721279242104557,0.0168019950686192,0.4402593999984674,73,required_small,True
