task,candidate,classifier,C,class_weight,feature_dimensions,train_rows,validation_rows,accuracy,macro_f1,weighted_f1,balanced_accuracy,log_loss,brier_score,ece,fit_seconds,iterations,screen,converged
label_3,fusion__convnext_small__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,0.01,none,1152,9958,3327,0.9122332431620078,0.9116245446378024,0.9122178031273476,0.9114658941135916,0.219592848051817,0.1262743060285523,0.0120026767554408,2.2151521000196226,101,required_small,True
label_3,dinov2_small__full_frame,standardized_multinomial_logistic,0.01,none,384,9958,3327,0.9125338142470696,0.9116111898323168,0.9122702587855822,0.9107035099458604,0.2221074244172832,0.1269429592182335,0.0079119920329898,0.4429555999813601,50,required_small,True
label_3,dinov2_small__full_frame,standardized_multinomial_logistic,0.01,balanced,384,9958,3327,0.9116321009918846,0.9113885314748184,0.9118091367558906,0.9131330068738976,0.2256350649733209,0.1299405264341113,0.012763757759148,0.5140068000182509,58,required_small,True
label_3,fusion__dinov2_small__person_context_10__dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,balanced,768,9958,3327,0.911331529906823,0.9112995058536894,0.9113473554627054,0.9127400287933166,0.2207130960871277,0.129983680822371,0.0138398233620369,0.8287975999992341,96,required_small,True
label_3,fusion__dinov2_base__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,1.0,balanced,1152,9958,3327,0.9119326720769462,0.9111943875956282,0.9118235021660448,0.910381176876128,0.5733796544167002,0.1527776507928872,0.0715771370266318,4.457554499967955,247,capacity_base,True
label_3,dinov2_base__person_context_25,standardized_multinomial_logistic,1.0,none,768,9958,3327,0.9119326720769462,0.9111510084962252,0.911796332288982,0.9097266358456516,0.3524207543161292,0.1451922739955572,0.0592754304570617,4.28651110001374,340,capacity_base,True
label_3,dinov2_base__full_frame,standardized_multinomial_logistic,10.0,none,768,9958,3327,0.9119326720769462,0.911027310158193,0.9118105072010574,0.9110329500983432,0.5079444396083799,0.1537895639897332,0.0698978254556591,6.383637799997814,470,capacity_base,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_25,standardized_multinomial_logistic,0.1,balanced,768,9958,3327,0.911331529906823,0.9104017848311085,0.911467452415736,0.9120796479915648,0.2591669071980942,0.1349596986682522,0.0426055359802446,1.442906099953689,170,required_small,True
label_3,dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,none,384,9958,3327,0.911331529906823,0.910213199772458,0.9109490037230508,0.9099736804752924,0.2154559945326873,0.1260634623781863,0.010458090622428,0.7534092999994755,58,required_small,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_25,standardized_multinomial_logistic,0.1,none,768,9958,3327,0.911331529906823,0.9098941779387418,0.9111897584930944,0.9103862663990104,0.2558889775930465,0.1338195576787374,0.0427700067267251,1.6729652000358328,171,required_small,True
label_3,fusion__dinov2_base__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,10.0,balanced,1152,9958,3327,0.910429816651638,0.9097564650807094,0.9103332980787732,0.9086803840460692,1.015878976890427,0.1674320269001298,0.0810540418985071,3.276725399948191,192,capacity_base,True
label_3,dinov2_base__person_context_25,standardized_multinomial_logistic,1.0,balanced,768,9958,3327,0.9098286744815148,0.909375517458904,0.9098142622572924,0.908961554839102,0.3586406865081449,0.1472235677605549,0.0607824302579505,3.666590999986511,346,capacity_base,True
label_3,fusion__convnext_small__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,none,1152,9958,3327,0.9098286744815148,0.9092913772511214,0.90964247766955,0.9092348683009916,0.2200762793523059,0.1287300164103303,0.0097006415989172,1.0142532999743707,116,required_small,True
label_3,dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,balanced,384,9958,3327,0.9098286744815148,0.909262197816624,0.9099378099194984,0.91087414076282,0.2190822562193722,0.1282419729910404,0.0107602205385431,0.8558830000110902,61,required_small,True
label_3,dinov2_base__person_context_10,standardized_multinomial_logistic,1.0,none,768,9958,3327,0.910429816651638,0.9092370489066726,0.910044092177828,0.908091327534116,0.3567722036833503,0.1457184860605469,0.0559282745344668,5.996797200001311,377,capacity_base,True
label_3,dinov2_base__person_context_25,standardized_multinomial_logistic,10.0,none,768,9958,3327,0.9098286744815148,0.9089862271803452,0.909755642280716,0.9075583977127564,0.429735805492522,0.1522649210706958,0.0636215223172466,6.211984900000971,540,capacity_base,True
label_3,dinov2_base__person_context_25,standardized_multinomial_logistic,100.0,none,768,9958,3327,0.9098286744815148,0.908831870880317,0.9095981271822998,0.9077007421375995,0.4818694238568182,0.154887225243006,0.0685531123217984,5.117843699990772,386,capacity_base,True
label_3,fusion__dinov2_base__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,10.0,none,1152,9958,3327,0.9095281033964532,0.9088303439406586,0.909408390569308,0.9076462578826772,1.0159098712103225,0.1674922356380253,0.0819140684035109,3.4106502000358887,185,capacity_base,True
label_3,dinov2_base__full_frame,standardized_multinomial_logistic,10.0,balanced,768,9958,3327,0.9095281033964532,0.9087557923982028,0.9094591600386204,0.9093596224425654,0.5142785702390036,0.1557183054361539,0.0701449411889015,6.402637800027151,417,capacity_base,True
label_3,dinov2_base__full_frame,standardized_multinomial_logistic,100.0,none,768,9958,3327,0.9098286744815148,0.9086179581053252,0.9095832977074866,0.9089729302268994,0.5861409362396486,0.1561104444388323,0.0706805542772688,5.402032499958295,354,capacity_base,True
label_3,fusion__convnext_small__person_context_25__dinov2_base__person_context_25,standardized_multinomial_logistic,0.1,none,1536,9958,3327,0.9092275323113916,0.90857937854327,0.908897171635246,0.9074069996147373,0.3403285772414715,0.1476271795685974,0.0626302118734413,3.4455145000247285,241,capacity_base,True
label_3,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,100.0,balanced,1536,9958,3327,0.9092275323113916,0.908516152900893,0.9090801251194424,0.9077854593750634,1.258510459271681,0.1682357821652919,0.0825011536081585,2.328890400007367,80,capacity_base,True
label_3,dinov2_base__person_context_10,standardized_multinomial_logistic,1.0,balanced,768,9958,3327,0.9092275323113916,0.908346234569148,0.9090667679630036,0.9081297929719976,0.3570099947660959,0.1471161961447762,0.0597209629303087,5.97347800002899,364,capacity_base,True
label_3,fusion__convnext_small__person_context_25__dinov2_base__person_context_25,standardized_multinomial_logistic,0.1,balanced,1536,9958,3327,0.9086263901412684,0.908240454153613,0.9084215645960244,0.9076027029219134,0.3357852644777489,0.1464314039044961,0.0612444665147482,3.579794700024649,238,capacity_base,True
label_3,fusion__convnext_small__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,0.01,none,1152,9958,3327,0.9086263901412684,0.9079191274621192,0.9084837908118946,0.9076140783097107,0.2382052535743536,0.1384071183975759,0.0158819763504982,1.6635115999961272,108,required_small,True
label_3,dinov2_base__person_context_25,standardized_multinomial_logistic,10.0,balanced,768,9958,3327,0.9083258190562068,0.907855854596074,0.9084137575676976,0.90731763894803,0.4377769381732014,0.1543288521224484,0.0668393120871168,6.386001100006979,534,capacity_base,True
label_3,fusion__dinov2_base__person_context_10__dinov2_base__person_context_25,standardized_multinomial_logistic,1.0,none,1536,9958,3327,0.9083258190562068,0.9076754315478696,0.9081147597948076,0.9068281931179918,0.5954926907884069,0.1635309380843899,0.0757446838400335,5.269683399994392,301,capacity_base,True
label_3,dinov2_base__full_frame,standardized_multinomial_logistic,100.0,balanced,768,9958,3327,0.9083258190562068,0.9074746618446364,0.9082054131579856,0.9082454934403956,0.5927494086456885,0.1581268198867268,0.0723575807472615,4.412477099976968,282,capacity_base,True
label_3,fusion__convnext_small__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,0.01,balanced,1152,9958,3327,0.907424105801022,0.9074333121479542,0.9075551017801275,0.9090670762617352,0.2231504407370635,0.1306373302869683,0.0127579554048659,1.12693800003035,123,required_small,True
label_3,fusion__dinov2_base__person_context_10__dinov2_base__person_context_25,standardized_multinomial_logistic,1.0,balanced,1536,9958,3327,0.9077246768860836,0.9072261237910104,0.9075962628966308,0.9067364397672204,0.5915661576909259,0.1632670278856035,0.076500399497241,5.330749800021295,294,capacity_base,True
label_3,dinov2_base__person_context_25,standardized_multinomial_logistic,100.0,balanced,768,9958,3327,0.9077246768860836,0.9070290706464288,0.9076669546014484,0.9066937060242918,0.4880977418244481,0.1574077392609439,0.0698928347240383,3.798552099964581,359,capacity_base,True
label_3,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,1.0,none,1536,9958,3327,0.9071235347159604,0.9062888981017616,0.9070082678807362,0.9051532939959852,0.5355005157626413,0.1606065231699027,0.0743441637723691,3.627206500037573,152,capacity_base,True
label_3,dinov2_base__person_context_10,standardized_multinomial_logistic,10.0,balanced,768,9958,3327,0.9068229636308988,0.9059312904062664,0.9066741512413968,0.9055827199545796,0.4378484294265151,0.154325743641309,0.0616700615608876,10.342485400033183,667,capacity_base,True
label_3,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,1.0,balanced,1536,9958,3327,0.9062218214607756,0.9056093964425468,0.9061873605809166,0.9047054565362856,0.534197967842658,0.1604175853996253,0.0746878634555002,3.9162598999682814,154,capacity_base,True
label_3,fusion__dinov2_base__person_context_10__dinov2_base__person_context_25,standardized_multinomial_logistic,10.0,balanced,1536,9958,3327,0.9059212503757138,0.9054399519460664,0.9057381469241148,0.9047450473467568,1.0102228500442056,0.1739662503310918,0.0837103846972507,4.877744099998381,258,capacity_base,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_10,standardized_multinomial_logistic,10.0,none,768,9958,3327,0.9062218214607756,0.9052842876098178,0.9060288111623648,0.9060744874992396,0.4473126406926734,0.1563899777774994,0.0578525311607422,6.0393306000041775,643,required_small,True
label_3,fusion__convnext_small__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,0.01,balanced,1152,9958,3327,0.905019537120529,0.9050107514257274,0.9053281014031704,0.9067874769349312,0.2421437582913759,0.1412644031739242,0.015386456428895,1.63487869995879,124,required_small,True
label_3,dinov2_base__person_context_10,standardized_multinomial_logistic,10.0,none,768,9958,3327,0.9062218214607756,0.9049417459793816,0.9058543628378384,0.9037975850112536,0.437923653303047,0.1531702330182358,0.0627693874085155,9.362123600032646,637,capacity_base,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_10,standardized_multinomial_logistic,1.0,none,768,9958,3327,0.9053201082055906,0.9044743954724,0.9051819657518366,0.9052623334752724,0.3513654579356801,0.1493298244715406,0.0548460653460529,3.705521500029136,374,required_small,True
label_3,dinov2_small__person_context_25,standardized_multinomial_logistic,0.1,none,384,9958,3327,0.9059212503757138,0.9044258548891316,0.9055642191225822,0.9041701340308615,0.2392053466016567,0.135954194858975,0.0248940343872841,1.409399800002575,122,required_small,True
label_3,fusion__dinov2_base__person_context_10__dinov2_base__person_context_25,standardized_multinomial_logistic,10.0,none,1536,9958,3327,0.905019537120529,0.9043699408109924,0.9047862338563418,0.9034234645254172,1.0148251101669137,0.1748137849456132,0.0845445621269561,4.813045699964277,261,capacity_base,True
label_3,dinov2_small__person_context_10,standardized_multinomial_logistic,0.01,none,384,9958,3327,0.9056206792906524,0.904365763816655,0.9052603269172356,0.9039905205101688,0.2368344811024366,0.1380796890009104,0.0093200704396457,0.5676894999924116,60,required_small,True
label_3,fusion__dinov2_base__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,1.0,balanced,1152,9958,3327,0.9044183949504058,0.903939129758944,0.9042463627895352,0.9028564085406656,0.7252496674606275,0.1736196004389652,0.0804752289286642,3.311831299972255,287,capacity_base,True
label_3,fusion__dinov2_base__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,1.0,none,1152,9958,3327,0.9044183949504058,0.9039104861083858,0.9041760696659856,0.902634436401241,0.7342820700532993,0.1743607098721248,0.0813427661124205,2.917000700021162,288,capacity_base,True
label_3,dinov2_base__person_context_10,standardized_multinomial_logistic,100.0,balanced,768,9958,3327,0.905019537120529,0.9037435623744297,0.9047092350167828,0.9036909382160307,0.5114059747131244,0.1568714074436733,0.0639680326058501,7.887199099990539,530,capacity_base,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_10,standardized_multinomial_logistic,100.0,none,768,9958,3327,0.9047189660354674,0.9035420386690476,0.9044998526403554,0.9045615406452135,0.5500670779310524,0.159321190913775,0.0604900727302547,5.766712500015274,518,required_small,True
label_3,dinov2_base__person_context_10,standardized_multinomial_logistic,100.0,none,768,9958,3327,0.905019537120529,0.9034667159251262,0.9044792161538684,0.9026720806212868,0.5157886480471428,0.1551642349497712,0.0646058793722541,7.731736699992325,471,capacity_base,True
label_3,fusion__dinov2_base__person_context_10__dinov2_base__person_context_25,standardized_multinomial_logistic,100.0,balanced,1536,9958,3327,0.9038172527802826,0.9032313016104484,0.9036143100305768,0.9024316969807572,1.5757329010146417,0.1816076361232783,0.089543575789671,3.4251944000134245,192,capacity_base,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_10,standardized_multinomial_logistic,1.0,balanced,768,9958,3327,0.9035166816952208,0.9030040981812476,0.9035859359104292,0.9049756980351604,0.361070008203208,0.1534049638030527,0.0600446350995649,2.9254514000494964,368,required_small,True
label_3,dinov2_small__full_frame,standardized_multinomial_logistic,0.1,none,384,9958,3327,0.904117823865344,0.9029162689795096,0.9040476844338812,0.902969787294442,0.2532595988509996,0.1389039655144105,0.0232504104973976,0.8121416000067256,94,required_small,True
label_3,dinov2_small__person_context_25,standardized_multinomial_logistic,0.1,balanced,384,9958,3327,0.9035166816952208,0.902777921284636,0.9036754461594356,0.904799227446925,0.2456653237965197,0.1386879822832007,0.0263192412593099,1.3556026000296697,119,required_small,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_10,standardized_multinomial_logistic,10.0,balanced,768,9958,3327,0.9032161106101592,0.9027345818906052,0.9032641413623194,0.904807459902265,0.458557189204248,0.1603569973005684,0.0646345500002934,5.569747100002132,657,required_small,True
label_3,fusion__dinov2_base__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,1.0,balanced,1152,9958,3327,0.9035166816952208,0.902686713740239,0.9032332924983604,0.901139150799927,0.7352661144299635,0.1724861506487163,0.0764873098058946,5.690835099958349,325,capacity_base,True
label_3,dinov2_small__person_context_10,standardized_multinomial_logistic,0.01,balanced,384,9958,3327,0.902614968440036,0.9025064413124114,0.9029186398942666,0.9046160958695784,0.2414863392458693,0.1412880665565611,0.012625934854609,0.5758579000248574,62,required_small,True
label_3,fusion__dinov2_base__person_context_10__dinov2_base__person_context_25,standardized_multinomial_logistic,100.0,none,1536,9958,3327,0.902614968440036,0.9019929656196886,0.9024031793136692,0.9010756128718292,1.5934016767339878,0.1847615865229852,0.0916774087983451,2.647014999995008,189,capacity_base,True
label_3,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,10.0,balanced,1536,9958,3327,0.9023143973549744,0.901471176641552,0.9022566074725584,0.9008446580286716,0.8521815584922253,0.1754970176549066,0.0850367167058112,3.3194803000078537,130,capacity_base,True
label_3,fusion__convnext_small__full_frame__dinov2_base__full_frame,standardized_multinomial_logistic,10.0,none,1536,9958,3327,0.9017132551848512,0.9008045530602397,0.9016426490592268,0.899978769998175,0.8664769494473159,0.1765959799672156,0.0860461337901645,3.451191700005438,129,capacity_base,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_10,standardized_multinomial_logistic,100.0,balanced,768,9958,3327,0.901112113014728,0.9003408310919254,0.9011217563656196,0.9026050956059776,0.5629563536323036,0.1640789744569126,0.0675099247102182,5.255627400008962,585,required_small,True
label_3,fusion__dinov2_base__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,1.0,none,1152,9958,3327,0.9008115419296664,0.8997991566993692,0.9004111704044123,0.8979371616278362,0.7454537022169127,0.1736695890679963,0.0794861907928232,5.351740800018888,312,capacity_base,True
label_3,fusion__convnext_small__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,0.1,none,1152,9958,3327,0.8999098286744815,0.8996925963019787,0.8997924937998565,0.900173276963319,0.2966223982752777,0.1534022621627737,0.0484072722094529,1.8364678000216368,221,required_small,True
label_3,dinov2_small__person_context_10,standardized_multinomial_logistic,0.1,none,384,9958,3327,0.9008115419296664,0.8995153871118874,0.9005343559088316,0.8993289433663848,0.2568776038935611,0.1456098168487676,0.024318717989886,0.9933328999904916,110,required_small,True
label_3,dinov2_small__full_frame,standardized_multinomial_logistic,0.1,balanced,384,9958,3327,0.8996092575894199,0.8990894491003038,0.8999383429695891,0.901185919662591,0.2577199530540498,0.1427490516884751,0.0278839159100833,0.7777188000036404,96,required_small,True
label_3,fusion__dinov2_base__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,10.0,balanced,1152,9958,3327,0.8996092575894199,0.898997734506433,0.899434439421783,0.8978846239633391,1.470673187196261,0.1925307561294289,0.0935751353944478,3.460040499980096,350,capacity_base,True
label_3,dinov2_small__person_context_25,standardized_multinomial_logistic,1.0,none,384,9958,3327,0.9008115419296664,0.8989182438503914,0.9003576811625222,0.8989532514143196,0.3037442010800829,0.1489672143982496,0.0366713954782508,1.4304142000037243,197,required_small,True
label_3,fusion__convnext_small__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,0.1,none,1152,9958,3327,0.8993086865043582,0.8988982383449287,0.8993675796122595,0.8988917310460897,0.3355955685036512,0.1617899466487926,0.0571702775810099,3.4214245000039227,198,required_small,True
label_3,dinov2_small__person_context_10,standardized_multinomial_logistic,0.1,balanced,384,9958,3327,0.8990081154192967,0.8988446815131422,0.8993859095383978,0.9009690370460492,0.2635733198767258,0.149546772487035,0.0223488413694669,0.9702909999759868,112,required_small,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_25,standardized_multinomial_logistic,1.0,balanced,768,9958,3327,0.8996092575894199,0.898491872525072,0.8997156630022449,0.9001642942595859,0.4086110142362787,0.1621300515834015,0.0648285175915187,2.966079799982253,368,required_small,True
label_3,fusion__dinov2_base__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,10.0,none,1152,9958,3327,0.8990081154192967,0.8983341073762329,0.8988209113341814,0.8971069712269603,1.4772647746073293,0.192681531258603,0.0931575690548807,3.501799800025765,352,capacity_base,True
label_3,fusion__convnext_small__person_context_25__dinov2_base__person_context_25,standardized_multinomial_logistic,100.0,none,1536,9958,3327,0.898707544334235,0.8981603007358574,0.8984141725847102,0.8975336293772939,1.791647569094575,0.1955985577361804,0.0970427010283211,2.71460330003174,131,capacity_base,True
label_3,fusion__dinov2_small__person_context_10__dinov2_small__person_context_25,standardized_multinomial_logistic,0.1,none,768,9958,3327,0.8993086865043582,0.8981286433558274,0.8987881640530799,0.8980238254557252,0.2712227302886394,0.1497624705426372,0.0427940611392368,1.7712471000268124,201,required_small,True
label_3,fusion__convnext_small__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,0.1,balanced,1152,9958,3327,0.8975052599939886,0.8979313690576096,0.8977223829484869,0.9000168603118599,0.3006092929249228,0.1549066484555362,0.0508505845506034,1.8729046000516971,225,required_small,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_25,standardized_multinomial_logistic,1.0,none,768,9958,3327,0.8993086865043582,0.8977282361200217,0.8991614907789626,0.8984364113794432,0.4024759287692667,0.1604543189157981,0.0648877845191823,2.825575500028208,364,required_small,True
label_3,dinov2_small__full_frame,standardized_multinomial_logistic,1.0,none,384,9958,3327,0.8993086865043582,0.8976285853184444,0.8991676376776114,0.8979866273293186,0.3103757876737952,0.1508484209927486,0.0374341471794648,1.1812624000012877,143,required_small,True
label_3,fusion__convnext_small__person_context_10__dinov2_base__person_context_10,standardized_multinomial_logistic,1.0,none,1536,9958,3327,0.8993086865043582,0.8975878651909451,0.8986249084392571,0.8966634020723077,0.7464585629579106,0.1795379113943936,0.082276307652874,3.595177599985618,246,capacity_base,True
label_3,fusion__convnext_small__person_context_10__dinov2_base__person_context_10,standardized_multinomial_logistic,1.0,balanced,1536,9958,3327,0.8990081154192967,0.8974119354517557,0.8983988492830792,0.8967171360788369,0.7409108151063011,0.1790470280077654,0.0824787896352015,3.931544599996414,266,capacity_base,True
label_3,fusion__dinov2_base__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,100.0,balanced,1152,9958,3327,0.8981064021641119,0.8973852968689839,0.8977913517013896,0.8958508729241438,2.069482741920399,0.1986629967660078,0.098847769556025,2.4535956000327133,252,capacity_base,True
label_3,fusion__convnext_small__person_context_25__dinov2_base__person_context_25,standardized_multinomial_logistic,1.0,balanced,1536,9958,3327,0.8978058310790502,0.8972274593296179,0.8974625380199243,0.8968097106474441,0.734649116125662,0.1840584279908216,0.0875424533367599,2.8153884000494145,223,capacity_base,True
label_3,dinov2_small__person_context_25,standardized_multinomial_logistic,10.0,none,384,9958,3327,0.8990081154192967,0.8968611575943862,0.898499744093784,0.8970728450635684,0.4003756160356116,0.1566697636492715,0.04385887052626,4.843754599976819,374,required_small,True
label_3,dinov2_small__person_context_25,standardized_multinomial_logistic,1.0,balanced,384,9958,3327,0.8978058310790502,0.8967719565474802,0.8979101645876498,0.8989043027759189,0.3145462347183524,0.1524592974622935,0.0401873561068696,2.2261700000381097,201,required_small,True
label_3,fusion__convnext_small__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,0.1,balanced,1152,9958,3327,0.8966035467388037,0.8967100615089442,0.8968827974777268,0.8979466613946508,0.3401850991024166,0.1635783098796165,0.0582073888595801,3.0449964000144973,191,required_small,True
label_3,fusion__convnext_small__person_context_25__dinov2_base__person_context_25,standardized_multinomial_logistic,1.0,none,1536,9958,3327,0.8972046889089269,0.8965374621726641,0.8968022340118617,0.8959210718413528,0.7409979939675775,0.1844482918140677,0.0882795724322569,2.9833892000024207,228,capacity_base,True
label_3,fusion__dinov2_base__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,100.0,none,1152,9958,3327,0.8972046889089269,0.896419599195172,0.8968921253347903,0.894927732830464,2.075408743875282,0.1987029002263523,0.0984007415180289,2.589440600015223,258,capacity_base,True
label_3,fusion__convnext_small__person_context_10__dinov2_base__person_context_10,standardized_multinomial_logistic,10.0,balanced,1536,9958,3327,0.8978058310790502,0.8963491285141206,0.8972607910801881,0.8955602733337389,1.227382583954303,0.1928333612397919,0.0916267010362363,3.705040300032124,268,capacity_base,True
label_3,fusion__convnext_small__person_context_25__dinov2_base__person_context_25,standardized_multinomial_logistic,100.0,balanced,1536,9958,3327,0.8966035467388037,0.8959595066016192,0.8963070874891741,0.8952544051746862,1.78635563513416,0.1953166928556741,0.0968791960687913,3.0573727000155486,133,capacity_base,True
label_3,fusion__convnext_small__person_context_10__dinov2_base__person_context_10,standardized_multinomial_logistic,10.0,none,1536,9958,3327,0.8972046889089269,0.8957069710364318,0.8966454425727594,0.8946830099154449,1.235818856255413,0.1932475247357974,0.0913606021526231,3.3241743000107817,265,capacity_base,True
label_3,fusion__convnext_small__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,0.1,balanced,1152,9958,3327,0.8957018334836189,0.8956706347859739,0.8960228704686564,0.8971544903380173,0.3294044651624382,0.167053550255884,0.0549975070305653,2.713309900020249,235,required_small,True
label_3,fusion__convnext_small__person_context_10__dinov2_base__person_context_10,standardized_multinomial_logistic,100.0,none,1536,9958,3327,0.8972046889089269,0.8956360177830985,0.8964963952112155,0.8944496623882231,1.7482002803886532,0.1962359117423654,0.0959063289313996,2.6634683000156656,177,capacity_base,True
label_3,dinov2_small__full_frame,standardized_multinomial_logistic,1.0,balanced,384,9958,3327,0.8966035467388037,0.8956156466677686,0.896893686812223,0.8978498185209968,0.3139717595229312,0.154753321454438,0.0386822333058751,1.5181211000308394,141,required_small,True
label_3,dinov2_small__full_frame,standardized_multinomial_logistic,10.0,none,384,9958,3327,0.8972046889089269,0.8954586917437056,0.8970689566790893,0.8958952491027435,0.3443528748026531,0.1546748722663738,0.0394731737248687,1.5641514000017196,161,required_small,True
label_3,dinov2_small__full_frame,standardized_multinomial_logistic,100.0,none,384,9958,3327,0.8972046889089269,0.8954172152187273,0.8970752057285551,0.8958070138086258,0.3485536807480581,0.1550507743030511,0.0408145364451264,1.3270973999751732,167,required_small,True
label_3,fusion__convnext_small__person_context_10__dinov2_base__person_context_10,standardized_multinomial_logistic,100.0,balanced,1536,9958,3327,0.8966035467388037,0.8951850846338445,0.8959490113574908,0.8942469229677393,1.7791532472267289,0.1975711898877616,0.097266954099013,2.2172929999651387,161,capacity_base,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_25,standardized_multinomial_logistic,10.0,balanced,768,9958,3327,0.8966035467388037,0.89516355418644,0.8966337289102745,0.8966403471419592,0.5436558714876487,0.1723822751323218,0.072261949175039,4.662814199982677,625,required_small,True
label_3,dinov2_small__full_frame,standardized_multinomial_logistic,10.0,balanced,384,9958,3327,0.8957018334836189,0.8946420235998245,0.8959769240699531,0.8969266784273171,0.344612081849196,0.1583239029557208,0.0414146357458235,1.2544236999819989,155,required_small,True
label_3,fusion__dinov2_small__person_context_10__dinov2_small__person_context_25,standardized_multinomial_logistic,0.1,balanced,768,9958,3327,0.8951006913134957,0.8946136282533232,0.8950107240919561,0.8961975992051423,0.2773466647946214,0.1517467955436632,0.0462521285271672,1.7500005000038072,196,required_small,True
label_3,dinov2_small__person_context_25,standardized_multinomial_logistic,10.0,balanced,384,9958,3327,0.8957018334836189,0.8945153309114774,0.8959049851886883,0.8967246892552264,0.4128048460909327,0.1595894453100693,0.0438667641983019,3.996017800003756,356,required_small,True
label_3,dinov2_small__person_context_25,standardized_multinomial_logistic,100.0,none,384,9958,3327,0.8969041178238654,0.8943518643806206,0.8963673423338476,0.8945061642030132,0.4568615310496757,0.1591263678817064,0.0461423676610561,4.968202999967616,439,required_small,True
label_3,dinov2_small__full_frame,standardized_multinomial_logistic,100.0,balanced,384,9958,3327,0.8951006913134957,0.8940569392112532,0.8953599686883268,0.8964364823488857,0.3509776396023751,0.1589162512786688,0.041511756051942,1.2165626999922097,157,required_small,True
label_3,fusion__convnext_small__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,0.1,none,1152,9958,3327,0.8944995491433724,0.8940088452443226,0.8945574016215455,0.8942928706125676,0.3249060318470729,0.1640290785422073,0.0527607296099566,2.894193899992388,236,required_small,True
label_3,dinov2_small__person_context_25,standardized_multinomial_logistic,100.0,balanced,384,9958,3327,0.8954012623985572,0.8939854273272424,0.8955664058863956,0.8961807591702659,0.4709100759317661,0.1618142059836483,0.0468363476124438,5.623887199966703,452,required_small,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_25,standardized_multinomial_logistic,10.0,none,768,9958,3327,0.8957018334836189,0.8939375820195531,0.8954621321011481,0.8945987387716202,0.5325373502048351,0.1702881988677942,0.0719473268802406,5.885842500021681,675,required_small,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_25,standardized_multinomial_logistic,100.0,balanced,768,9958,3327,0.8951006913134957,0.8935462261761797,0.8950033038657574,0.8952924954883711,0.6617661039357412,0.176934356561377,0.0756523987997571,4.381598600011785,539,required_small,True
label_3,dinov2_small__person_context_10,standardized_multinomial_logistic,1.0,none,384,9958,3327,0.894800120228434,0.8932861493185146,0.8945257348240565,0.8935987387716203,0.2914516092400922,0.1551507809351449,0.0310400286505846,1.8465602999785915,167,required_small,True
label_3,fusion__convnext_small__person_context_25__dinov2_base__person_context_25,standardized_multinomial_logistic,10.0,balanced,1536,9958,3327,0.8935978358881875,0.8929516338523408,0.8933481105211103,0.8922512622422288,1.2331277228009432,0.1967851874400137,0.0965578072040728,4.362472400011029,216,capacity_base,True
